step,0.0312,0.0625,0.1250,0.2500,0.5000,1.0000,2.0000,4.0000
0,0.1,0.1,0.0,0.1,0.2,0.05,0.0,0.1
1,0.05,0.2,0.05,0.15,0.2,0.05,0.05,0.1
2,0.0,0.05,0.2,0.1,0.1,0.05,0.1,0.15
3,0.2,0.2,0.05,0.1,0.1,0.1,0.2,0.15
4,0.0,0.15,0.05,0.05,0.0,0.1,0.1,0.15
5,0.2,0.2,0.1,0.05,0.05,0.05,0.0,0.1
6,0.1,0.2,0.1,0.1,0.05,0.3,0.1,0.15
7,0.2,0.15,0.15,0.15,0.1,0.3,0.05,0.1
8,0.1,0.15,0.0,0.2,0.0,0.05,0.1,0.05
9,0.05,0.1,0.15,0.0,0.1,0.1,0.05,0.05
10,0.05,0.15,0.15,0.0,0.05,0.15,0.1,0.1
11,0.05,0.05,0.2,0.15,0.05,0.1,0.15,0.05
12,0.15,0.25,0.15,0.2,0.15,0.15,0.15,0.1
13,0.15,0.05,0.0,0.25,0.05,0.1,0.15,0.1
14,0.1,0.1,0.05,0.0,0.05,0.15,0.2,0.15
15,0.05,0.1,0.1,0.05,0.0,0.1,0.2,0.2
16,0.1,0.1,0.1,0.15,0.1,0.25,0.25,0.2
17,0.05,0.1,0.2,0.1,0.1,0.15,0.1,0.15
18,0.1,0.0,0.05,0.05,0.0,0.3,0.1,0.2
19,0.2,0.15,0.05,0.1,0.1,0.15,0.05,0.2
